pos	HaplotypeScore
3476876	3.332
3476877	8.87
3476879	8.805
3476880	3.639
3476883	3.643
3476884	3.602
3476885	8.91
3476888	8.65
3476890	9.71
3476891	9.586
3476895	5.316
3476896	3.27
3476897	1.752
3476927	36.6
3476934	25.17
3476936	13.266
3476937	1.435
3476938	1.709
3476941	2.25
3476942	3.219
3476943	3.207
3476945	2.525
3476946	1.986
3476947	3.293
3476948	3.23
3476949	1.945
3476952	9.125
3476953	9.12
3476954	9.12
3476957	9.57
3476959	5.39
3476961	11.836
3476964	11.75
3476965	11.76
3476966	5.04
3476968	17.19
3476970	20.86
3476972	14.57
3476974	12.16
3476976	5.93
3476982	3.729
3476983	1.965
3476987	3.15
3476988	4.074
3476991	1.854
3476992	1.44
3476994	1.612
3477001	1.12
3477002	1.006
3477006	1.839
3477009	0.758
3477010	0.8286
3477013	0.724
3477014	0.7773
3477017	0.7476
3477019	0.7886
3477031	0.88
3477032	0.9663
3477033	0.9346
3477034	0.9966
3477038	1.015
3477039	1.051
3477040	1.028
3477041	0.962
3477042	0.9204
3477047	0.863
3477049	0.8267
3477051	1.02
3477053	0.9414
3477061	1.018
3477062	1.107
3477063	19.03
3477064	21.75
3477066	22.14
3477102	9.73
3477105	6.793
3477107	3.88
3477109	3.814
3477111	3.62
3477113	2.969
3477114	2.639
3477115	3.465
3477116	3.438
3477121	2.188
3477122	2.082
3477125	1.829
3477127	1.651
3477131	1.455
3477134	1.381
3477136	1.401
3477137	1.557
3477140	1.755
3477144	1.6875
3477145	1.639
3477146	1.227
3477147	1.48
3477148	1.795
3477149	1.806
3477152	1.875
3477153	1.954
3477154	1.955
3477155	1.994
3477158	1.313
3477161	1.354
3477162	1.6875
3477163	1.678
3477165	2.564
3477167	6.953
3477168	2.549
3477169	6.715
3477170	7.004
3477171	7.07
3477172	7.05
3477174	12.03
3477175	11.56
3477178	22.2
3477180	23.5
3477181	23.5
3477182	23.45
3477187	18.4
3477188	14.945
3477189	16.83
3477190	16.83
3477191	16.55
3477193	16.27
3477197	1.878
3477198	1.641
3477200	1.226
3477201	1.178
3477202	1.156
3477203	1.107
3477204	1.139
3477205	1.16
3477206	1.268
3477208	1.747
3477210	1.815
3477213	1.967
3477218	2.244
3477220	4.38
3477222	4.7
3477226	26.77
3477229	57.4
3477230	58.72
3477248	30.58
3477250	16.92
3477251	15.79
3477253	12.89
3477255	15.79
3477256	10.48
3477258	6.312
3477259	10.06
3477261	3.46
3477262	3.531
3477264	10.11
3477265	10.18
3477266	10.1
3477267	5.883
3477268	5.88
3477269	2.7
3477270	5.465
3477274	17.75
3477275	18.11
3477276	18.34
3477277	18.08
3477278	18.56
3477281	21.7
3477282	22.72
3477284	19.53
3477286	20.45
3477292	19.42
3477293	20.42
3477294	19.25
3477295	1.456
3477298	2.666
3477306	1.39
3477310	1.437
3477311	1.509
3477312	1.547
3477314	1.694
3477315	1.725
3477316	1.761
3477317	1.682
3477319	1.747
3477374	3.482
3477375	3.248
3477378	3.75
3477403	7.57
3477405	7.465
3477407	6.105
3477409	4.71
3477410	4.45
3477412	5.555
3477417	6.703
3477418	6.777
3477422	2.65
3477426	2.182
3477427	2.443
3477428	2.229
3477429	2.955
3477430	3.248
3477432	2.629
3477433	3.191
3477437	2.857
3477438	2.955
3477439	3.041
3477611	1.723
3477617	1.9375
3477628	26.11
3477648	3.252
3477649	1.645
3477653	2.396
3477658	3.156
3477659	3.203
3477661	1.788
3477662	3.963
3477663	4.043
3477666	4.24
3477667	4.254
3477668	4.223
3477669	4.215
3477670	3.154
3477671	4.12
3477672	6.19
3477673	5.418
3477674	4.074
3477677	3.209
3477682	4.883
3477683	2.291
3477685	4.277
3477688	4.28
3477689	4.305
3477690	3.295
3477692	3.402
3477694	3.123
3477697	6.4
3477699	4.59
3477700	6.44
3477703	4.133
3477708	3.957
3477710	5.992
3477712	12.95
3477864	4.773
3477865	4.816
3477866	4.867
3477869	5.14
3477870	5.24
3477871	9.34
3477873	5.48
3477874	9.85
3477875	9.27
3477876	2.898
3477877	2.867
3477878	4.805
3477879	4.9
3477881	2.703
3477882	2.72
3477883	2.592
3477884	1.988
3477890	7.227
3477893	4.258
3477895	2.617
3477896	4.4
3477898	3.959
3477900	10.08
3477901	10.47
3477902	5.527
3477903	4.633
3477904	6.035
3477905	10.92
3477908	5.895
3478027	3.383
3478028	3.125
3478034	3.92
3478035	3.637
3478037	2.908
3478038	2.895
3478039	2.867
3478042	3.62
3478046	3.127
3478047	3.588
3478048	3.596
3478049	2.344
3478050	2.637
3478052	2.914
3478053	2.154
3478054	4.957
3478057	6.605
3478059	8.47
3478060	8.375
3478061	6.52
3478063	7.566
3478066	7.06
3478067	7.06
3478069	7.12
3478074	5.918
3478077	1.208
3478078	1.322
3478079	1.319
3478160	2.584
3478161	2.6
3478164	5.004
3478165	5.047
3478169	1.768
3478172	1.698
3478174	2.393
3478175	3.346
3478176	3.61
3478177	3.684
3478178	3.725
3478179	3.861
3478181	2.967
3478182	2.93
3478184	2.793
3478185	2.812
3478186	2.979
3478187	2.977
3478188	3.234
3478189	3.146
3478190	2.867
3478191	2.787
3478195	4.21
3478196	7.9
3478198	24.17
3478202	35.47
3478230	14.61
3478238	15.01
3478239	15.45
3478241	16.23
3478244	6.535
3478245	8.445
3478246	4.973
3478248	8.42
3478249	8.16
3478250	6.656
3478252	7.156
3478253	6.562
3478254	5.9
3478255	4.168
3478259	2.906
3478263	1.807
3478268	1.857
3478269	1.843
3478270	1.505
3478271	1.4795
3478272	1.642
3478274	1.413
3478275	1.464
3478276	1.714
3478277	2.123
3478279	2.584
3478282	9.625
3478283	2.4
3478287	9.93
3478288	10.37
3478289	10.38
3478292	10.09
3478293	10.32
3478295	10.21
3478296	10.125
3478299	3.92
3478301	1.212
3478303	1.604
3478304	2.234
3478308	4.36
3478309	2.965
3478310	3.69
3478312	3.87
3478313	4.71
3478314	4.426
3478315	2.664
3478316	4.36
3478317	4.367
3478318	4.535
3478320	4.438
3478321	2.184
3478323	5.3
3478324	2.076
3478325	5.188
3478326	4.434
3478328	4.355
3478331	3.25
3478332	4.18
3478333	5.125
3478334	4.4
3478336	4.516
3478339	11.79
3478359	20.44
3478360	18.81
3478361	15.72
3478362	15.805
3478363	12.86
3478365	2.541
3478366	3.973
3478367	3.13
3478368	2.559
3478369	5.0
3478370	5.0
3478373	2.605
3478375	2.469
3478376	4.22
3478377	4.27
3478379	3.807
3478381	1.1875
3478382	1.223
3478386	2.926
3478387	4.09
3478388	4.055
3478389	2.404
3478391	2.54
3478393	2.385
3478394	1.555
3478395	2.45
3478396	2.502
3478397	4.066
3478399	2.48
3478402	4.465
3478404	2.393
3478405	4.277
3478406	3.312
3478408	2.158
3478411	2.084
3478413	2.717
3478414	4.48
3478415	4.47
3478416	4.426
3478418	4.42
3478421	7.535
3478426	11.02
3478427	11.586
3478435	15.836
3478484	1.817
3478486	1.83
3478489	0.9155
3478490	1.078
3478491	1.081
3478492	1.311
3478613	6.45
3478614	26.22
3478617	25.92
3478621	18.55
3478622	2.104
3478623	2.076
3478624	2.02
3478625	1.453
3478626	1.4
3478628	1.311
3478629	1.245
3478631	1.307
3478636	1.451
3478637	1.454
3478641	1.191
3478642	1.32
3478645	1.386
3478656	19.77
3478659	20.19
3478660	19.69
3478661	20.05
3478664	21.75
3478665	21.9
3478666	22.17
3478668	24.62
3478670	22.34
3478671	21.56
3478672	21.19
3478673	21.02
3478675	9.336
3478677	10.555
3478679	11.53
3478681	13.36
3478682	9.72
3478684	10.13
3478687	10.6
3478688	10.72
3478689	10.06
3478691	10.69
3478692	10.4
3478694	9.53
3478697	8.766
3478704	7.28
3478708	4.37
3478710	3.09
3478711	2.27
3478713	1.465
3478716	1.504
3478717	1.537
3478718	1.514
3478719	1.445
3478720	1.422
3478721	1.374
3479116	1.445
3479119	8.42
3479123	14.23
3479125	14.66
3479126	14.77
3479150	2.58
3479151	2.35
3479152	2.125
3479153	1.8955
3479154	1.878
3479155	2.07
3479156	2.1
3479287	5.88
3479288	5.0
3479293	3.615
3479297	18.67
3479298	18.45
3479299	18.4
3479300	18.28
3479437	1.666
3479438	1.718
3479439	1.885
3479442	1.825
3479443	2.053
3479444	2.176
3479445	2.25
3479449	2.295
3479451	2.238
3480029	3.121
3480030	1.577
3480031	1.586
3480032	1.576
3480033	1.333
3480034	1.699
3480038	1.787
3480039	2.021
3480040	1.961
3480041	1.872
3480042	1.654
3480043	1.259
3480044	1.168
3480045	1.032
3480046	1.182
3480047	0.9395
3480048	1.187
3480049	1.141
3480053	1.108
3480099	1.363
3480102	1.297
3480108	1.771
3480112	1.784
3480113	1.839
3480114	1.992
3480116	2.203
3480117	2.338
3480119	2.496
3480124	2.43
3480125	2.621
3480126	2.543
3480132	2.156
3480133	2.166
3480134	2.133
3480141	2.643
3480142	3.213
3480143	3.496
3480606	1.327
3480609	1.012
3480610	3.484
3480611	2.12
3480617	1.81
3480619	1.742
3480621	1.315
3480624	1.171
3480626	1.022
3480627	1.227
3480628	1.0625
3480636	9.35
3480638	13.14
3480639	14.32
3480641	14.61
3480797	5.633
3480798	5.69
3480799	5.2
3480800	7.836
3480801	4.71
3480802	8.016
3480803	7.773
3480807	7.08
3480811	6.008
3480813	1.927
3480815	1.893
3480816	7.574
3480818	7.56
3480819	7.53
3480821	4.684
3480822	4.703
3480826	1.762
3480827	13.19
3480832	6.113
3480833	6.117
3480835	3.203
3480837	3.46
3480838	3.652
3480840	3.701
3480841	2.01
3481244	6.4
3481245	19.02
3481248	26.48
3481251	9.625
3481253	26.11
3481254	26.02
3481256	13.875
3481257	17.72
3481258	21.48
3481260	25.66
3481261	25.89
3481262	22.78
3481263	22.95
3481283	19.34
3481284	19.22
3481285	13.77
3481286	13.56
3481287	15.016
3481288	14.77
3481291	7.64
3481292	3.414
3481294	4.31
3481295	2.291
3481296	3.184
3481297	2.205
3481298	2.215
3481299	3.047
3481300	2.145
3481302	2.992
3481303	5.195
3481304	3.055
3481305	2.059
3481307	5.383
3481308	2.824
3481310	3.254
3481311	3.654
3481313	3.537
3481314	2.71
3481319	5.082
3481334	4.92
3481336	4.27
3481438	1.665
3481439	1.692
3481440	1.707
3481441	1.84
3481444	2.387
3481447	2.463
3481448	2.27
3481449	2.494
3481450	2.379
3481452	2.49
3481454	2.459
3481457	2.736
3481460	2.818
3481463	2.69
3481464	2.492
3481466	2.393
3481469	2.324
3481471	2.656
3481473	2.754
3481475	2.793
3481476	2.781
3481478	2.975
3481480	3.45
3481481	10.09
3481483	10.97
3481488	13.38
3481511	7.72
3481516	4.04
3481518	2.818
3481519	2.814
3481520	3.037
3481521	3.133
3481525	2.812
3481526	2.65
3481527	2.598
3481528	2.58
3481529	2.232
3481530	2.293
3481531	2.219
3481532	2.002
3481534	1.975
3481540	1.698
3481541	1.628
3481543	1.557
3481544	1.5205
3481547	1.673
3481548	1.793
3481551	1.662
3481552	1.641
3481553	1.848
3481554	2.104
3481555	2.06
3481556	2.242
3481558	2.977
3481559	3.45
3481560	3.748
3481561	3.96
3481564	4.332
3481566	3.822
3481567	4.348
3481568	3.656
3481569	4.22
3481570	4.215
3481571	4.23
3481574	5.016
3481575	4.72
3481578	4.508
3481582	24.47
3481583	24.81
3481584	24.86
3481585	28.34
3481586	28.52
3481587	25.17
3481590	28.89
3481593	24.67
3481597	23.75
3481599	26.64
3481600	29.95
3481605	1.067
3481607	1.24
3481615	1.224
3481616	1.085
3481617	1.032
3481619	0.941
3481621	1.064
3481622	1.184
3481623	1.384
3481624	1.309
3481625	1.566
3481630	1.694
3481631	1.725
3481632	1.743
3481633	1.753
3481634	1.745
3481635	4.812
3481636	4.727
3481637	4.703
3481638	1.711
3481639	4.688
3481640	4.64
3481641	4.63
3481642	4.59
3481644	1.392
3481646	1.453
3481648	1.185
3481649	1.273
3481652	1.191
3481653	1.152
3481655	1.099
3481658	1.078
3481660	1.016
3481665	1.104
3481671	1.102
3481675	1.34
3481676	1.367
3481677	1.482
3481678	1.447
3481682	1.416
3481684	1.388
3481685	1.108
3481686	1.25
3481696	1.122
3481699	1.153
3481701	1.239
3481705	1.43
3481706	1.229
3481707	1.39
3481709	2.455
3481710	1.551
3481711	2.457
3481716	4.31
3481717	4.332
3481719	2.3
3481720	4.6
3481986	1.966
3481987	1.844
3481995	1.912
3481997	1.789
3482001	1.943
3482004	1.903
3482010	2.0
3482011	2.176
3482015	8.79
3482020	14.61
3482123	2.676
3482126	2.576
3482127	2.562
3482130	3.664
3482131	3.732
3482132	17.16
3482133	18.55
3482135	18.92
3482136	20.81
3482139	21.25
3482140	21.38
3482141	23.88
3482142	24.36
3482146	21.22
3482148	21.16
3482152	19.78
3482153	3.938
3482154	3.691
3482157	1.909
3482161	1.896
3482162	1.875
3482167	1.739
3482169	1.646
3482170	1.762
3482177	1.732
3482179	1.647
3482895	8.0
3482896	7.9
3482897	8.57
3482898	8.27
3482899	10.3
3482900	7.25
3483203	6.93
3483209	1.277
3483212	1.299
3483215	1.431
3483219	1.672
3483224	1.159
3483226	1.848
3483228	1.817
3483229	1.91
3483241	2.826
3483243	2.615
3483245	3.44
3483251	4.81
3483253	3.16
3483254	3.598
3483256	3.7
3483257	5.434
3483258	8.375
3483259	8.46
3483266	35.78
3483268	34.47
3483270	38.78
3483289	7.047
3483291	3.686
3483294	7.22
3483296	7.47
3483298	3.643
3483301	7.508
3483302	4.6
3483305	2.996
3483306	3.873
3483308	3.812
3483310	3.691
3483311	3.639
3483326	3.639
3483329	4.453
3483331	6.547
3483334	8.99
3483335	11.39
3483336	5.32
3483338	11.1
3483339	11.68
3483340	11.64
3483343	4.047
3483346	3.486
3483347	2.148
3483349	1.45
3483354	4.277
3483356	1.202
3483357	1.679
3483359	1.815
3483360	1.322
3483365	1.557
3483369	5.14
3483370	5.426
3483371	1.764
3483384	33.03
3483386	33.9
3484129	3.5
3484130	8.125
3484131	7.895
3484132	3.227
3484133	7.598
3484134	3.123
3484136	2.908
3484139	1.976
3484142	0.9795
3484143	0.878
3484144	0.8237
3484149	0.7876
3484152	0.747
3484153	0.9966
3484154	0.9663
3484155	0.9023
3484156	0.892
3484157	0.6245
3484158	0.8984
3484163	0.8496
3484165	1.325
3484170	0.997
3484437	8.16
3484441	11.484
3484445	8.6
3484446	6.33
3484449	5.88
3484450	11.23
3484451	5.9
3484453	12.37
3484458	2.916
3484460	2.2
3484461	2.771
3484463	3.47
3484464	3.29
3484466	2.445
3484468	1.931
3484470	2.107
3484472	1.401
3484474	1.123
3484475	1.08
3484729	1.855
3484731	1.621
3484736	1.696
3484739	1.744
3484742	5.91
3484744	5.895
3484746	5.973
3484747	5.965
3484748	5.938
3484749	5.93
3484750	5.902
3484753	6.324
3484754	8.78
3484757	9.1
3484760	15.016
3484761	10.51
3484762	9.81
3484763	9.99
3484764	10.04
3484765	8.734
3484766	12.72
3484767	9.68
3484768	12.95
3484770	10.42
3484771	13.6
3484772	15.16
3484774	18.19
3484775	15.87
3484777	15.06
3484778	14.98
3484780	12.96
3484781	10.875
3484782	11.33
3484783	12.33
3484784	8.695
3484785	8.836
3484786	11.0
3484787	5.383
3484788	10.65
3484789	6.902
3484790	10.1
3484792	10.53
3484793	8.65
3484795	6.633
3484799	6.684
3484801	13.984
3484802	14.04
3484803	14.02
3484804	14.15
3484806	17.84
3484808	26.11
3484809	20.39
3484811	41.94
3484812	24.81
3484813	27.86
3484819	25.3
3484822	27.58
3484823	27.66
3484825	25.05
3484826	25.14
3484828	18.64
3484829	18.88
3484831	19.69
3484832	7.367
3484833	15.23
3484834	15.28
3484835	9.336
3484837	14.78
3484838	9.31
3484841	9.17
3484843	8.45
3484845	11.805
3484846	12.56
3484847	8.57
3484848	12.38
3484849	7.78
3484850	7.83
3484852	6.51
3484853	6.086
3484856	5.33
3484857	5.26
3484858	4.984
3484860	5.0
3484862	4.99
3484863	3.482
3484865	1.961
3484866	1.948
3484868	1.307
3484874	1.177
3484876	1.061
3484880	0.699
3484981	3.877
3484986	4.29
3484987	5.246
3484989	5.98
3484992	7.3
3484993	7.62
3484994	7.508
3484995	7.516
3484996	6.95
3484997	7.918
3484998	7.543
3484999	13.92
3485000	15.21
3485001	15.82
3485002	17.02
3485003	15.305
3485005	14.945
3485007	17.84
3485008	15.86
3485011	15.336
3485012	17.22
3485013	14.42
3485014	14.016
3485015	15.1
3485020	7.625
3485021	5.13
3485023	5.49
3485025	5.64
3485027	6.164
3485028	4.516
3485029	4.523
3485031	4.55
3485032	4.85
3485033	4.633
3485036	4.71
3485037	3.973
3485041	4.312
3485046	4.34
3485047	4.254
3485048	4.125
3485050	3.578
3485051	4.293
3485052	3.709
3485053	4.25
3485054	4.19
3485055	4.22
3485059	3.344
3485060	3.994
3485062	3.334
3485064	2.914
3485068	2.281
3485069	2.406
3485070	2.11
3485071	2.395
3485076	3.08
3485077	3.318
3485082	15.36
3485085	27.81
3485091	28.38
3485094	25.64
3485098	25.42
3485099	29.36
3485100	29.12
3485103	17.61
3485104	1.899
3485105	1.718
3485106	1.096
3485107	1.68
3485108	1.633
3485112	1.016
3485113	1.031
3485114	1.061
3485116	1.025
3485118	1.442
3485121	1.105
3485122	1.252
3485123	1.262
3485124	1.29
3485126	1.348
3485127	1.35
3485128	1.351
3485130	1.193
3485131	1.288
3485132	1.232
3485133	1.1045
3485134	1.217
3485136	1.219
3485139	1.062
3485143	1.012
3485144	0.961
3485148	1.015
3485151	1.095
3485153	1.109
3485154	1.499
3485155	1.595
3485159	1.85
3485161	1.85
3485164	1.3545
3485168	2.115
3485169	2.428
3485176	2.402
3485178	2.475
3485185	5.355
3485186	5.41
3485187	5.54
3485190	4.715
3485191	4.18
3485192	4.8
3485194	4.54
3485195	4.562
3485196	4.492
3485197	4.56
3485198	5.074
3485199	5.03
3485200	5.004
3485204	2.686
3485207	1.812
3485210	2.006
3485213	2.223
3485214	2.018
3485216	5.72
3485217	6.508
3485218	6.477
3485219	7.934
3485222	8.96
3485223	9.0
3485227	8.39
3485233	7.46
3485237	3.77
3485238	3.121
3485239	1.434
3485240	1.328
3485241	1.484
3485243	1.234
3485246	1.26
3485248	1.145
3485250	1.146
3485251	1.291
3485252	1.351
3485253	1.412
3485255	1.728
3485261	1.533
3485264	1.577
3485265	1.483
3485266	5.2
3485268	9.05
3485269	1.989
3485270	9.56
3485271	2.383
3485273	2.695
3485279	17.86
3485285	24.31
3485291	8.08
3485295	12.016
3485301	6.344
3485303	3.523
3485305	2.549
3485306	2.48
3485307	2.705
3485308	2.795
3485309	3.062
3485312	3.287
3485313	3.66
3485315	3.625
3485552	5.75
3485553	5.777
3485556	8.29
3485557	4.145
3485562	4.945
3485564	2.754
3485566	2.117
3485567	2.984
3485568	3.023
3485569	1.994
3485571	2.43
3485575	1.984
3485576	1.635
3485579	2.203
3485580	1.509
3485584	2.193
3485585	2.336
3485587	6.49
3485588	6.543
3485592	2.486
3485595	2.484
3485729	26.89
3485730	21.52
3485732	15.25
3485733	11.266
3485734	13.56
3485735	24.67
3485737	22.7
3485774	8.195
3485775	8.78
3485776	3.812
3485777	12.79
3485778	4.004
3485779	9.6
3485781	9.21
3485782	19.05
3485783	18.66
3485784	32.1
3485787	35.7
3485790	52.56
3486058	86.6
3486137	54.2
3486138	57.22
3486145	44.0
3486415	46.94
3486416	49.53
3486417	55.72
3486418	59.97
3486419	63.38
3486513	32.7
3486518	32.47
3486522	1.605
3486523	1.663
3486524	2.574
3486525	1.8125
3486526	1.852
3486528	1.864
3486529	1.826
3486530	1.706
3486531	1.753
3486532	1.636
3486534	1.48
3486536	1.31
3486537	1.298
3486541	1.074
3486542	1.144
3486554	1.493
3487769	4.855
3487770	5.195
3487771	11.305
3487772	5.3
3487774	5.05
3487775	5.01
3487776	4.88
3487778	9.305
3487779	5.35
3487782	10.375
3487783	12.75
3487787	11.63
3487788	14.65
3487791	16.28
3488547	10.3
3488548	5.742
3488549	4.52
3488550	4.35
3488551	4.438
3488552	4.273
3488553	5.473
3488555	2.154
3488556	3.215
3488558	3.254
3488560	3.135
3488562	3.19
3488563	1.837
3488564	1.962
3488565	1.634
3488567	1.773
3488568	1.731
3488569	1.591
3488571	2.865
3488572	1.923
3488827	1.676
3488832	1.309
3488836	1.138
3488839	1.053
3488842	1.324
3488843	1.2295
3488844	1.176
3488846	1.355
3488850	1.27
3488851	1.245
3488855	1.24
3488856	1.2
3488860	1.127
3488876	4.402
3488877	4.73
3488878	4.773
3488879	4.816
3488880	4.887
3488885	33.34
3490968	16.6
3490971	14.164
3490973	12.63
3490974	9.695
3491011	32.38
3491012	26.2
3492271	40.0
3492272	40.03
3492274	45.56
3492275	42.12
3492276	36.72
3492277	42.34
3492278	2.99
3493540	1.178
3493550	0.9653
3493552	0.9585
3493554	0.933
3493568	18.19
3493571	16.39
3493642	30.03
3493643	20.5
3493644	15.03
3493645	4.914
3493646	5.15
3493647	9.555
3493649	6.285
3493656	4.9
3493657	4.676
3493658	4.4
3493664	1.5625
3493668	1.09
3493672	1.348
3493686	1.358
3494208	60.34
3494209	54.66
3494210	49.94
3494211	55.0
3494212	54.94
3494214	60.72
3494215	59.9
3495928	5.06
3495929	4.363
3495930	4.855
3495935	4.234
3495939	2.555
3495940	2.293
3495959	14.266
3495964	12.195
3495970	1.305
3495977	1.267
3495981	1.082
3495982	1.423
3495983	1.329
3495986	3.135
3495987	3.201
3495988	3.182
3495989	1.914
3495990	4.715
3495991	4.78
3495992	2.648
3495996	4.914
3495997	5.01
3495998	5.066
3495999	5.14
3496141	9.445
3496142	6.01
3496144	1.607
3496145	1.553
3496146	4.99
3496152	1.373
3496154	1.371
3496158	1.055
3496160	1.276
3496166	1.699
3496167	1.686
3496169	1.276
3496170	1.191
3496171	1.623
3496172	1.343
3496174	1.65
3496175	1.972
3496176	2.15
3496181	5.023
3496184	8.94
3496185	11.6
3496186	12.625
3496189	15.17
3496190	16.5
3496193	17.86
3496196	24.4
3496199	26.17
3496203	27.81
3496204	23.38
3496206	25.89
3496207	21.6
3496208	25.94
3496209	25.97
3496211	25.94
3496212	29.84
3496213	25.02
3496219	16.03
3496220	15.09
3496224	10.54
3496226	8.77
3496227	7.97
3496228	7.0
3496229	8.336
3496232	2.975
3496235	3.05
3496236	3.152
3496237	3.137
3496238	2.438
3496239	3.139
3496240	3.148
3496242	3.281
3496244	3.336
3496245	3.385
3496246	2.695
3496248	2.84
3496249	2.725
3496255	2.662
3496256	2.137
3496258	2.0
3496260	2.55
3496262	2.484
3496263	2.611
3496265	2.578
3496267	6.695
3496268	4.23
3496270	4.51
3496273	2.928
3496274	2.877
3496275	4.71
3496276	3.092
3496277	2.684
3496280	4.246
3496281	3.89
3496282	3.889
3496284	3.734
3496285	2.432
3496286	2.188
3496290	2.178
3496291	1.626
3496293	1.836
3496294	1.943
3496295	1.706
3496296	1.876
3496297	1.578
3496298	1.838
3496299	1.385
3496301	1.748
3496302	1.726
3496304	1.628
3496308	4.445
3496312	7.355
3496315	19.47
3496316	22.61
3496318	20.5
3496319	20.55
3496322	20.69
3496328	20.0
3496329	19.94
3496395	15.64
3497357	39.53
3497383	2.574
3497386	2.143
3497387	1.497
3497457	0.8345
3497465	0.785
3497470	0.796
3497472	1.296
3497474	1.293
3497545	6.164
3497550	3.402
3497551	3.984
3497554	6.69
3497555	7.11
3497556	7.59
3497561	7.68
3497562	6.023
3497563	5.89
3497566	7.44
3497568	5.582
3497569	6.605
3497571	6.12
3497575	2.967
3497576	2.602
3497578	1.84
3497579	1.437
3497583	2.11
3497587	2.676
3497588	2.322
3497590	2.598
3497591	1.96
3497593	1.43
3497594	4.402
3497600	5.566
3497604	5.344
3497605	5.316
3497606	2.191
3497607	2.201
3497613	15.43
3497616	15.89
3497618	5.246
3497619	10.67
3497620	15.32
3497622	15.33
3497625	16.45
3497626	16.45
3497629	10.266
3497633	3.389
3497635	3.205
3497636	3.21
3497637	3.09
3497638	3.293
3497640	3.271
3497641	1.986
3497642	8.56
3497643	7.406
3497644	7.395
3497646	7.547
3497647	7.617
3497649	10.77
3497650	14.34
3497659	11.41
3497662	7.344
3497665	5.93
3497667	5.836
3497668	2.305
3497673	2.568
3497676	10.48
3497678	10.86
3497679	10.97
3497680	11.25
3497682	11.29
3497686	12.55
3497688	12.664
3497691	12.42
3497692	12.32
3497694	11.51
3497696	3.322
3497700	3.137
3497701	3.148
3497702	3.195
3497708	2.79
3497735	13.99
3497736	14.37
3497738	14.6
3497740	14.89
3497743	15.86
3497746	16.11
3497747	15.88
3497748	15.75
3497750	15.34
3497755	2.02
3498163	2.133
3498165	24.25
3498166	25.56
3498167	25.61
3498172	26.89
3498173	26.92
3498176	47.97
3498178	40.1
3498180	39.78
3498181	39.47
3498185	46.53
3498186	16.66
3498187	9.805
3498205	2.72
3498212	1.931
3498214	5.1
3498215	2.314
3498216	2.266
3498217	2.264
3498218	1.707
3498221	3.727
3498222	3.77
3498225	17.03
3498228	16.67
3498229	16.31
3498230	16.44
3498231	17.22
3498233	17.77
3498237	17.34
3498238	17.38
3498239	16.58
3498241	15.74
3498242	15.516
3498243	15.54
3498244	16.25
3498251	1.113
3498252	1.018
3498253	1.259
3498261	5.29
3498263	12.12
3498266	6.71
3498267	6.402
3498268	9.47
3498269	9.62
3498271	10.05
3498273	10.266
3501275	1.461
3501276	1.901
3501277	1.659
3501278	1.542
3501280	1.38
3501281	1.464
3501282	1.901
3501285	2.05
3501286	2.092
3501288	1.906
3501289	1.847
3501293	1.82
3501295	2.201
3501296	2.158
3501299	2.178
3501301	2.084
3501302	2.148
3501304	12.61
3501307	21.05
3501308	17.61
3501312	16.75
3501313	18.05
3501314	21.78
3501315	21.5
3501318	28.22
3501321	27.08
3501322	28.17
3501323	26.47
3501520	8.23
3501522	8.27
3501524	3.61
3501525	8.62
3501527	9.32
3501530	9.07
3501532	3.201
3501533	8.6
3501534	8.6
3501535	3.186
3501536	8.586
3501537	8.51
3501539	2.146
3501543	2.01
3501544	1.432
3501546	3.424
3501548	3.121
3501551	3.29
3501552	3.326
3501556	3.451
3501557	3.299
3501558	1.582
3501559	2.953
3501560	4.07
3501563	7.105
3501569	2.592
3501570	2.525
3501572	3.55
3501574	2.928
3501575	5.14
3501576	3.781
3501577	3.047
3501578	3.752
3501579	5.06
3501581	3.387
3503143	104.75
3503144	128.6
3503168	3.5
3503169	3.506
3503172	2.703
3503184	1.817
3503186	1.8545
3503187	1.757
3503193	1.718
3503194	1.82
3503678	18.75
3503679	10.305
3503680	10.336
3503681	11.27
3503685	6.242
3503687	9.1
3503688	3.72
3503690	2.86
3503691	3.64
3503693	2.268
3503694	1.348
3503697	2.176
3503701	2.162
3503706	3.684
3503708	2.215
3503710	1.292
3503711	1.319
3503712	1.469
3503713	1.61
3503714	1.385
3503715	9.9
3503717	1.903
3503720	6.406
3503722	14.69
3503725	9.27
3503727	17.11
3503728	12.53
3504330	4.168
3504331	13.91
3504333	14.164
3504334	18.03
3504363	4.758
3504391	18.75
3504392	18.38
3504393	18.19
3504394	18.06
3504395	18.14
3504397	18.1
3504400	7.16
3504401	2.557
3504404	8.32
3504405	8.16
3504406	1.187
3504409	3.05
3504410	10.51
3504411	3.158
3504414	11.1
3504417	10.664
3504547	1.563
3504550	1.566
3504553	1.734
3504554	2.045
3504560	2.34
3504562	3.848
3504564	3.498
3504565	3.541
3504567	3.88
3504568	2.432
3504569	3.953
3504571	2.42
3504573	2.467
3504575	2.182
3504576	1.802
3504578	1.816
3504579	1.814
3504581	1.838
3504582	1.925
3504586	2.102
3504587	1.917
3504588	2.53
3504589	2.082
3504590	2.773
3504592	17.95
3504595	19.48
3504599	20.19
3504600	19.55
3504601	19.45
3504606	19.27
3504607	18.52
3504608	20.36
3504609	21.4
3504610	21.11
3504612	8.55
3504620	16.52
