chrom	start	end	Fst	PBS	PBS_s	PBS_p
2R	23044849	23064733	0.006012538533378878	0.0014958596038677024	0.14267188866181685	0.8865493191535404
2R	23064745	23084296	0.0008069369463048164	-0.003736259825113397	-0.6058212016586876	0.5446334893172926
2R	23084297	23104716	0.0020768039661968113	0.0003558607658656337	-0.0204133131956874	0.9837136636693489
2R	23104718	23128133	-0.0017499146227024193	-0.000898887952247238	-0.19991432771646803	0.8415475847368483
2R	23128136	23155370	-0.00015786035589488876	0.0007110673212738591	0.030401591924201925	0.975746775271999
2R	23155377	23182601	-0.0004554679390754569	-0.005006065626580782	-0.7874762424787928	0.4310031305080372
2R	23182621	23207265	0.0003982578240359535	0.0008092660833393552	0.04444964565877897	0.9645459892143358
2R	23207281	23229754	0.001601432317433918	-0.002832620154898643	-0.47654891373100955	0.6336833686404413
2R	23229759	23254695	0.0010990045389334948	-0.0057959241964964945	-0.9004713088065269	0.3678694872475945
2R	23254696	23278185	-0.005340731279023571	-0.005697068382187201	-0.8863292589254289	0.3754401268235238
2R	23278188	23312984	-0.0035155297711525735	-0.00046381565591431415	-0.13767404210844528	0.8904980354081573
2R	23312987	23331560	-0.0034347479370850946	-0.0016164631275350162	-0.3025687238515007	0.7622185525834193
2R	23331565	23357363	-0.0016897074424734042	-0.007612388820829365	-1.1603299069481896	0.24591451257239638
2R	23357381	23379151	-0.0010132117017972787	0.0022656567832529846	0.25279702581494645	0.8004250661281048
2R	23379183	23402087	0.0012411448484298886	0.005359180239771078	0.6953482640612629	0.4868370744961439
2R	23402091	23423576	-0.003415779996902989	0.00032734133385578095	-0.024493227289582087	0.9804591859358842
2R	23423577	23446454	6.780447781736927e-05	0.0019323198469254539	0.2051107302369515	0.8374856131454889
2R	23446494	23466036	0.001891523975931774	-0.0023734135434052154	-0.4108560371830334	0.6811781003249916
2R	23466055	23490431	0.008202529031939888	0.005726493352544369	0.7478951010795579	0.45452343271948203
2R	23490432	23513330	0.006261054824035012	0.003436213245592192	0.4202537201399711	0.6743001145809111
2R	23513334	23536179	0.0021987812960299895	0.00218045681796972	0.24060854537682133	0.8098585264844388
2R	23536230	23557646	0.0010221377633675061	0.0005552590127073749	0.0081120696838334	0.99352757583023
2R	23557668	23585107	0.0004636165710094909	0.003271725740478701	0.39672257512452125	0.6915720508941712
2R	23585166	23608807	-0.0032180359273712438	-0.002709149569797007	-0.4588855402050728	0.6463163630149861
2R	23608812	23631159	-0.0029490841358127107	-0.00282906580676376	-0.47604043813987196	0.6340455690015749
2R	23631166	23655836	-0.001552871084576067	-0.006234989815949073	-0.9632828685995238	0.3354055880970884
2R	23655837	23684690	0.0016460940312530213	-0.005555414543801206	-0.8660646375442724	0.3864547162254408
2R	23684717	23710657	0.0010092491390016364	0.002445539002613418	0.27853049770723876	0.780605157110617
2R	23710667	23734783	-0.00063063717727773	-0.006201312027655696	-0.9584650137747195	0.3378283253074137
2R	23734850	23756283	-0.001251123180379436	-0.0005108753115828122	-0.14440627128991726	0.885179664942902
2R	23756285	23785536	0.000985687854160836	-0.001901700917788701	-0.3433740835152324	0.7313170539925318
2R	23785599	23807293	-0.00022114236018408467	-0.0032236539034932094	-0.5324891618231973	0.5943872463568591
2R	23807298	23825183	-0.00017628989259581602	-0.0007824860820251472	-0.18326218574145467	0.8545923032841827
2R	23825195	23844154	0.002897345677473439	-0.001442494548745282	-0.2776812416515097	0.7812570615070563
2R	23844157	23870378	0.004172237693620258	0.007227452138769016	0.9626182731314201	0.335739123922452
2R	23870382	23895604	0.0004885881461848418	0.0014295427906533147	0.13318478173759454	0.8940472460356603
2R	23895609	23918598	-0.00019360417387784146	0.0007236624594578538	0.03220341889514856	0.9743098297106958
2R	23918611	23942896	-0.0009673268361669846	-0.001805889232995782	-0.3296675187066704	0.7416511992116395
2R	23942915	23960068	-0.003969028683491261	-0.0015307408756757843	-0.2903055264848756	0.7715825112960465
2R	23960079	23980615	-0.0014429011391664612	-8.450980407363474e-05	-0.08341155573470257	0.9335243003852565
2R	23980699	24000168	-0.003742069255303781	-2.1246480596131e-05	-0.0743612729312682	0.9407229231771294
2R	24000194	24021216	-0.0023800665926837976	0.0041974145293822065	0.5291491513306305	0.5967019872903199
2R	24021272	24041103	0.0003438751043119902	-0.0035108134387867493	-0.5735694412213147	0.5662591957798263
2R	24041152	24064093	0.00010640683223714791	0.002077463944753408	0.2258746588512843	0.8212989078136563
2R	24064096	24088712	-0.0024689161570081958	0.004757288558222488	0.6092432408721724	0.5423632227066622
2R	24088717	24112249	-0.004629198441188957	0.0012245748915878675	0.10386261922383208	0.9172783721575531
2R	24112251	24131790	-0.004005652010052829	-0.0013331545150789877	-0.26203934723271766	0.7932911070379547
2R	24131799	24149168	0.001196427140509577	0.0023242701488990075	0.261182098017899	0.7939520828255024
2R	24149212	24180074	-0.00024308993595445062	-0.00633587646337856	-0.9777154440656534	0.32821508117219456
2R	24180089	24213655	-0.0004387561985425073	0.0028629968340191606	0.338250904809687	0.7351741176751423
2R	24213680	24248364	-0.0018104442321728916	-0.0005619884721435063	-0.15171838410068547	0.8794090566164079
2R	24248365	24270594	-0.00223010185680547	-0.003960596797519091	-0.6379142522910931	0.523529499594344
2R	24270599	24296258	-0.0017084419617283233	0.0032447166140811006	0.3928587213347514	0.694423830922998
2R	24296270	24324875	-0.0013980218032560551	-0.00035567125837448707	-0.12220319221402735	0.9027380983841218
2R	24324879	24347478	-0.004779988215018237	-0.0015744839114083821	-0.2965632888391016	0.76679994181598
2R	24347517	24368859	-0.002660243094130519	0.006501274113255197	0.8587331761229352	0.390487742406351
2R	24368872	24393532	-0.0019285001972876798	-0.0010748146202695804	-0.22508192895439996	0.8219155389101511
2R	24393587	24416858	-0.0007228935311205759	0.0003393722914992413	-0.02277211048628649	0.9818320548619031
2R	24416862	24441842	-0.003389445479588119	-0.0044034598870863395	-0.7012690680590559	0.48313511359506855
2R	24441843	24466678	-0.0015148678993114292	0.004448578729523636	0.5650800338140117	0.5720193283401274
2R	24466685	24499264	-0.005143711869566529	-0.0022439707668761204	-0.39233829783494734	0.6948082697757553
2R	24499392	24523006	0.0013735531077478595	-0.011463236803090627	-1.7112219776894941	0.08704014303067803
2R	24523107	24540389	0.008626768450353026	0.007677808893016377	1.0270451126385918	0.3043992220169286
2R	24540416	24565570	0.01362251628308609	0.003456261142082063	0.4231217188930216	0.6722064569749217
2R	24565614	24588143	0.012402163975079409	-0.003693023866747481	-0.5996359804439311	0.5487488625341519
2R	24588144	24620161	0.0007303604284528292	-0.00387002075244704	-0.6249566841764466	0.5319994876074394
2R	24620168	24642446	0.001041259891127739	0.0013489600725347546	0.12165683239895854	0.9031708019688731
2R	24642448	24662214	3.0364517884810085e-05	-0.004557606158691828	-0.7233208237120886	0.46948280219113014
2R	24662217	24685904	-0.0017035744791485292	-0.00930407889641972	-1.402338589993434	0.16081416195242615
2R	24685908	24709510	-0.0024804426108996605	-0.008097131943760077	-1.2296759689062358	0.21881846922772274
2R	24709511	24730672	-0.002081245214479124	0.003636265731999129	0.4488726967916926	0.6535234930143885
2R	24730715	24761880	-0.00014694151341710645	-0.013495466017620975	-2.001947284263708	0.04529040143729489
2R	24762104	24783701	-0.0025945382731720618	-0.0031977419443669974	-0.5287822658652788	0.5969565013296205
2R	24783706	24806313	-0.005741889624694058	-0.004851842680811163	-0.76541351802376	0.4440253458949275
2R	24806314	24833637	-0.0017139587471856478	-0.0044751789044413124	-0.7115289999400886	0.47675648670789017
2R	24833655	24862116	-0.004174249115193754	-0.0007494392817522354	-0.178534598384701	0.8583031520646721
2R	24862222	24908180	-0.0024303914715694125	-0.003633075401243645	-0.5910599124061118	0.5544802785201011
2R	24908181	24948484	-0.000994576161335772	0.0009119963330447475	0.059145961963309554	0.9528358503411336
2R	24948487	24976990	0.0014745158552682252	-0.002758816921282823	-0.4659908194148198	0.641222071933248
2R	24976995	24999421	0.0043040659327082936	0.0030766802473238225	0.36881988561098855	0.712261981456854
2R	24999425	25020538	0.004128979144620629	0.0029774547672273433	0.3546249523255278	0.7228705803233197
2R	25020588	25040341	0.0008559676673006362	-0.008970482176338317	-1.3546151304425234	0.17554021028875166
2R	25040343	25060179	-0.0010641185481238607	-0.009269302455223226	-1.3973635648062543	0.16230426987837487
2R	25060182	25088000	0.00029129333517990394	-0.0023963055197346655	-0.41413090243390377	0.6787782423256166
2R	25088029	25118073	-0.0024841923961540532	-0.007256298135149334	-1.1093885205030223	0.26726261240916016
2R	25118098	25158433	-0.0015949637277655655	-0.006177942845540819	-0.9551218807333482	0.3395160649789807
2R	25158437	25185416	-0.002699785212073962	0.0010936001540756144	0.08512572161185339	0.9321614416329325
2R	25185418	25209956	-0.0018994005516557667	-0.009458551449505952	-1.4244370226073333	0.1543200034259119
2R	25209995	25231759	0.002493932152207882	-0.011511979933381275	-1.718195040273092	0.08576104589518642
2R	25231781	25247331	0.006751619352395888	-0.011490225752647616	-1.7150829450341079	0.08633002072997767
2R	25247333	25268774	0.0009232719699801975	-0.004437399082549465	-0.7061243190983338	0.4801108293780352
2R	25268788	25299270	-0.002578699173182443	-0.005867488569323257	-0.9107091176526418	0.3624486587594813
2R	25299295	25320921	-0.00283592422066669	0.000356174770002537	-0.020368392598978095	0.9837494976694943
2R	25320938	25349254	-0.0035482296423725358	-0.00028653037754778216	-0.11231208168799332	0.9105759626123341
2R	25349296	25375585	-0.004768877226478555	-0.003980431491184574	-0.6407517508151146	0.5216839853383219
2R	25375588	25398302	0.00017727939778730697	-0.002320814868255919	-0.4033314106060502	0.6867044373534512
2R	25398307	25423369	-0.0020434611980575204	-0.003587978346342502	-0.5846084476707428	0.5588110261788295
2R	25423375	25444882	-0.002504332806443741	-0.0068780839701294985	-1.0552822079424515	0.29129627583848605
2R	25444896	25468991	0.001314038373940008	0.010325652780730919	1.4058386170880244	0.15977205200899547
2R	25469013	25494817	-0.002651243711479127	-0.005807838501417757	-0.902175737581631	0.3669635211529326
2R	25494821	25523820	7.108883595061992e-05	-0.0008024115901289099	-0.18611267593748904	0.8523564016221936
2R	25523833	25545738	-0.00015854115325354166	0.003489971908032805	0.4279442914137822	0.6686916795975493
2R	25545751	25572291	0.0059587187883671615	0.01148029681986274	1.5710189224692088	0.11617825354556455
2R	25572299	25596905	0.006604287962985563	-0.0034593080566546796	-0.5662012182356863	0.5712570018888505
2R	25596925	25621360	0.0015266409705460052	-0.003964918289782736	-0.6385324734810176	0.523127122210767
2R	25621383	25642323	-0.0008056061060549279	-0.004363069521099241	-0.69549092972196	0.4867476934815641
2R	25642336	25661249	0.0037098603316674636	-0.00206617354927497	-0.36690310074912924	0.7136912984560013
2R	25661250	25685091	0.003478337664488357	-0.005188109245934584	-0.8135189185057412	0.41592060403909403
2R	25685313	25702890	0.00039626325526651083	0.0002437871646511559	-0.036446264517807414	0.9709265249139014
2R	25702891	25727403	-0.004212931443367254	-0.006195821505228085	-0.9576795542386559	0.33822436971182435
2R	25727404	25752447	-0.004965693415654949	-0.0015385445725235186	-0.29142190260143197	0.7707286652891235
2R	25752467	25779303	-0.0034546594644541	-0.00516032859527721	-0.8095446925072912	0.4182019064181548
2R	25779308	25799112	-0.004437413336180584	-0.004513776786010745	-0.7170507102236314	0.47334280744324675
2R	25799130	25820288	-0.004798333913736301	-0.00809396277311621	-1.2292225957825562	0.21898835925712168
2R	25820370	25845890	-0.0016020901596206258	-0.00101600768504239	-0.21666916520197754	0.828466179766712
2R	25845893	25867563	0.0015645430572111486	0.014732580109483008	2.0362819202061826	0.04172205425366212
2R	25867636	25891896	-0.001541049153367955	0.006462080616777521	0.8531262587546986	0.39358929100991313
2R	25891897	25915589	0.0035392933345268617	0.003984279769596195	0.4986586594425244	0.6180198729597685
2R	25915602	25947517	0.003625707463227471	0.00300552785042487	0.3586410129454272	0.7198636612360547
2R	25947521	25968344	0.00036625510290524645	0.002482817285836459	0.28386342976091145	0.7765150429546996
2R	25968372	25993861	-0.0007363135985805804	0.007537443879507479	1.0069648671166322	0.3139516577317266
2R	25993884	26017218	-0.0008729701720292079	0.0073285203882564945	0.9770768281049824	0.32853111849487715
2R	26017220	26041575	-0.0013481676220962085	8.670047238587742e-05	-0.058918668930174105	0.9530168882259857
2R	26041591	26082763	0.002955385267824461	0.001091952448055642	0.08489000517082618	0.9323488378228261
2R	26082773	26113494	-0.0005667030404908307	0.005025934684538154	0.647675041219628	0.5171951504495362
2R	26113500	26146630	0.003325752838852594	0.004677952924358635	0.5978936960903065	0.5499108664165453
2R	26146649	26168982	-0.0006060059616255297	-0.004822041615672353	-0.7611502569030302	0.44656732537430743
2R	26168994	26192266	-0.003334825753406821	-0.0036479696829627996	-0.5931906487364645	0.5530535701304937
2R	26192296	26215506	-0.0009505212567817373	0.001438792726298736	0.1345080529301742	0.8930008436399826
2R	26215509	26239881	0.0011931236804742376	-0.00023689984329954388	-0.10521206945433609	0.9162075338390314
2R	26239939	26258993	-0.002007741887682751	-0.00687596592971698	-1.0549792067141142	0.2914348346825709
2R	26259014	26284205	-0.0012350026397629891	-0.00694887231642108	-1.0654090004963408	0.2866908855555842
2R	26284216	26315080	0.0009566124238770469	-0.001392461039939215	-0.2705235809493486	0.7867574780097912
2R	26315116	26338812	0.0011510521632085349	-0.004561495151109206	-0.7238771726242699	0.4691411454597957
2R	26338884	26365524	-0.0015758252100561572	-0.0005767863964629549	-0.15383533579770553	0.8777395715161351
2R	26365544	26401634	0.0008928732367056354	-0.008653566350220966	-1.3092779952180995	0.19044020065491107
2R	26401646	26427032	0.0007577142572912227	0.0018439679379865317	0.1924713411222638	0.8473730146762245
2R	26427033	26451721	0.0004220201964225482	2.7407804792326114e-05	-0.06740092026308878	0.9462625365927178
2R	26451793	26477222	0.003247596645367998	-0.007362086820455284	-1.1245223684704442	0.2607914865862524
2R	26477225	26503855	0.0009440511482574593	0.006890208607018443	0.91437311040207	0.3605208261351046
2R	26503887	26527448	0.005088168078638035	0.00456827993385619	0.5822041697520569	0.5604291650513937
2R	26527451	26557348	5.9675371292935e-05	-0.0030666919720436386	-0.5100346053613155	0.610027218054931
2R	26557394	26578308	0.0006667404680991178	-0.0013776320611781454	-0.2684021866865018	0.788389756514287
2R	26578314	26597815	0.004177164216678624	0.006151322794199643	0.8086700711389885	0.41870494774600786
2R	26597843	26616701	0.000460776352801711	-0.004885317808516889	-0.7702023807638851	0.4411798518933713
2R	26616711	26637257	-0.001276849221657985	-0.004974808970862898	-0.783004748441066	0.43362432361774905
2R	26637289	26665231	-0.002033129665081774	-0.0039144991783543895	-0.6313196494932506	0.5278315415547781
2R	26665236	26689754	-0.006337447938116604	0.0006089851790088316	0.015797992146402616	0.9873955502727397
2R	26689755	26709233	-0.003194945631064052	-0.01166709992332026	-1.7403860934812423	0.08179124574554066
2R	26709244	26727754	-0.0022729317521525275	-0.0068192611445856595	-1.0468671709635908	0.2951608448957984
2R	26727766	26746774	-0.0003826326547610605	-0.002666802955966463	-0.4528275462542723	0.6506729265042336
2R	26746778	26793272	0.001965385400208135	-0.0037702416286318724	-0.6106825480930447	0.5414097618165428
2R	26793318	26814796	0.0025662498513030576	-0.0033199339345201546	-0.5462627269983993	0.5848853535099702
2R	26814798	26838340	0.00024176060690102083	-0.009676089145685221	-1.4555573868659397	0.1455150152754532
2R	26838433	26859881	0.0014377994789613578	0.0019304429328217843	0.20484222389706558	0.8376953965292208
2R	26859896	26882740	-0.00016099525887983238	0.002103292574987791	0.22956963399955677	0.8184262052439455
2R	26882741	26899182	0.0001495819392799772	-0.005292070470447947	-0.8283913347924361	0.40744891228210756
2R	26899197	26915799	0.004105713804902267	-0.00040401817313145657	-0.12911957325713996	0.8972630344325914
2R	26915804	26935001	-0.00010049485899743094	-0.004885500587149752	-0.7702285285889898	0.44116434385116965
2R	26935032	26956381	-0.0030733096156848015	-0.0032747522572629324	-0.5397991564138289	0.5893355489097394
2R	26956382	26978362	-0.0032773550199589646	-0.0005153202335616776	-0.14504215000663118	0.8846775927447095
2R	26978365	26995649	-0.00014539233666644526	-0.0023505413203424867	-0.40758399778196497	0.6835791145099763
2R	26995666	27014007	-0.00018864831935260304	0.00451504805846882	0.5745889592330555	0.5655693207870138
2R	27014009	27033872	0.004605416629986422	0.001363780248167121	0.12377696730962566	0.9014918689767596
2R	27033876	27053598	-0.00048134783193963006	0.0033330365703407904	0.4054935393841285	0.6851147664096431
2R	27053654	27072395	0.0019708134148715595	0.004454111274908049	0.5658715050425124	0.5714811334549065
2R	27072400	27091458	-0.00045360546820204467	-0.0012412501058662391	-0.24889174687698065	0.8034445194945378
2R	27091478	27107606	0.002459936232208804	-0.0010669318708517732	-0.22395424378741483	0.8227929070686295
2R	27107611	27125695	6.890436515858556e-06	-0.00608572658628506	-0.9419296679398453	0.3462286495806214
2R	27125703	27142926	0.005211771601354754	-0.00647947068990368	-0.9982576522133944	0.318154436743993
2R	27142953	27160342	0.005399137287300949	0.002204493062844221	0.244047106642484	0.8071943368262022
2R	27160352	27178128	0.0026262456855509087	0.007362260361359296	0.9819035789232381	0.3261473524438887
2R	27178161	27198027	0.0020577355871179595	-0.01441521905449521	-2.13352470757106	0.032881707037778436
2R	27198028	27218071	-0.00015547590130345103	0.0012803932138403102	0.11184783995251348	0.9109440546752613
2R	27218076	27241354	0.001062733714133568	0.008840238502862913	1.1933392010599504	0.23273655570521823
2R	27241696	27264119	0.0011044885941008567	0.0020052936913200147	0.21555017433696688	0.8293383978147019
2R	27264134	27284963	-0.0014338581836615435	-0.00328753959713381	-0.541628479246927	0.588074468660774
2R	27284992	27306619	0.001253111174710842	-0.003006752962810369	-0.5014598901124138	0.6160474995214571
2R	27306622	27355093	0.0027692663138087856	0.004906312597722259	0.6305622236230976	0.5283268056131871
2R	27355094	27406338	0.0025453056613191894	0.0006766196605988623	0.025473601204012732	0.9796772048400944
2R	27406346	27465605	0.00393475788980033	-0.009506425052026892	-1.4312856928607667	0.15234835263085372
2R	27465610	27540992	0.004189645826245855	-0.02816071550690603	-4.099918872938586	4.1329499305918616e-05
2R	27541034	27578052	0.002201628492590388	-0.01367347038485548	-2.027412115625145	0.04262028392459742
2R	27578062	27629335	0.001379369242274142	-0.003865796906919718	-0.6243524320689221	0.5323961571259759
2R	27629371	27653535	0.004397091596901337	-0.0053060657539681245	-0.8303934628313919	0.4063163604400334
2R	27653550	27673560	0.00024360045960681643	0.002776311322424034	0.32584990606710185	0.7445379179786011
2R	27673572	27692590	7.408735101526171e-05	0.0020346596699833395	0.2197511931436569	0.8260649326551515
2R	27692602	27710394	0.0017640276687095591	-0.004866221677133324	-0.7674705389956565	0.44280180296745353
2R	27710425	27729227	-0.0018992272851624011	-0.0008875321508995853	-0.198289796977225	0.8428183340341481
2R	27729242	27747305	0.0011890874032711913	0.0013709544710793916	0.12480329255910479	0.900679280690162
2R	27747461	27772346	-0.0012228368578979802	0.0008706856092632385	0.05323615968790166	0.9575437451871271
2R	27772352	27799374	8.050091621147839e-06	-0.0018344400022102234	-0.33375191581771	0.7385667703943088
2R	27799376	27815789	-8.569101723992276e-05	-0.00884785725184096	-1.3370727348735407	0.18119889600323935
2R	27815822	27837109	-0.002034741079363726	0.001827216305138995	0.1900748970792407	0.8492504407023149
2R	27837111	27858474	0.0021390870540615274	0.00468359208457576	0.5987004193532253	0.5493726775056773
2R	27858483	27883710	0.012619881930469212	0.015023016722945558	2.077831009691539	0.03772492661787749
2R	27883751	27906102	0.018167371481816543	0.0291147125251904	4.093751533304805	4.2444915014028185e-05
2R	27906147	27927122	0.0018979183971008545	0.008941424891743283	1.2078146567408596	0.22711856247700013
2R	27927128	27948191	0.003394210241677899	0.0007048852619764885	0.029517202962741497	0.9764520989389851
2R	27948199	27975986	0.0007570648769561554	0.004295254551008662	0.5431458846120938	0.5870293624349483
2R	27976006	27995410	0.0011553370870332352	0.005187007344803346	0.6707176676131001	0.5024004055597435
2R	27995411	28018011	5.5689422105780804e-05	-0.0025521461732601835	-0.436425051858088	0.6625283661150662
2R	28018016	28038972	0.0057583248279783	0.023949530738132985	3.354834364012537	0.0007941251810989434
2R	28038977	28062589	0.0011635420216037444	0.020221662396812067	2.8215354336311553	0.004779435725835988
2R	28062590	28088092	-0.0017977897730897278	0.009447063350958719	1.2801499499351823	0.20049240434823368
2R	28088109	28115954	0.0045548566102369395	0.004734312499516699	0.6059563470201659	0.5445437410254954
2R	28115979	28161955	0.005403437177123213	0.016135712823563922	2.23701035455248	0.025285663294695688
2R	28161964	28189346	-0.0013147967691670508	0.00572243401951882	0.7473143836930045	0.4548738120707684
2R	28189377	28215221	0.0009055110618649204	0.001948667439714759	0.20744937338381694	0.8356589267572716
2R	28215233	28244251	0.0012327681234161282	-0.0016631220971773143	-0.30924363195571714	0.7571362058676899
2R	28244273	28267862	-0.0009479720486872974	-0.0034465275889875215	-0.564372878521775	0.5725003926393313
2R	28267883	28290475	-0.0015744821999206166	-0.007371356461821538	-1.1258484587110373	0.26022966868259434
2R	28290478	28319336	3.061888693857443e-05	-0.013084231755074283	-1.9431172043702167	0.052001998764277975
2R	28319338	28345370	-0.004429455645641485	0.0033731504675289107	0.4112321268301307	0.6809023329787368
2R	28345372	28369562	-0.00021452167738026173	-0.0010683337475945562	-0.22415479254584764	0.8226368587282317
2R	28369565	28402673	0.0037046039029902896	-0.015397727034262166	-2.274079686107461	0.022961195829687267
2R	28402683	28434496	-0.0003473606661423155	-0.02773641433390369	-4.039219475587677	5.362936587391573e-05
2R	28434514	28463165	-0.0027123691366663133	-0.00588065012496075	-0.912591974798059	0.361457176630521
2R	28463195	28534154	0.002814184257561973	-0.019224549370689056	-2.821534711853595	0.004779446481102763
2R	28534169	28567638	0.018738804271818895	-0.038708306162549784	-5.608829140075951	2.037000002352416e-08
2R	28567705	28600310	0.012817262871159588	-0.020581128925560497	-3.0156033750547855	0.002564684977264063
2R	28600334	28621989	0.0055396297892857825	-0.0019084198541045162	-0.34433527667508934	0.7305941575488464
2R	28622003	28644966	-0.0008667451855122107	0.0036717648926700985	0.45395111230476753	0.6498640141737316
2R	28645019	28665811	0.0007866182142471867	0.005697714274082549	0.7437780426547927	0.45701076601714663
2R	28665841	28694150	-0.0002529138819586974	0.006787906153901773	0.8997379935397669	0.3682596992415591
2R	28694151	28726173	0.0037528814076512153	0.018865313843949863	2.6274998169630397	0.008601488811695625
2R	28726219	28755257	0.0022933615343618792	0.0077350546665553585	1.0352345407519181	0.3005593915323178
2R	28755356	28785836	0.0020904542783418785	0.006996397422181032	0.9295641998826091	0.352596770560212
2R	28785845	28808183	-0.00029626573620734523	0.0017307822986222616	0.1762793045799782	0.860074519983658
2R	28808191	28832198	0.000993962042510372	-0.003313175130181205	-0.5452958304251846	0.5855500713453137
2R	28832224	28855629	0.002198942477313994	-0.00017329392556885613	-0.09611277602819474	0.9234310044813592
2R	28855630	28875564	-0.0029115569124282025	0.003625962689175159	0.4473987708869624	0.6545871631090001
2R	28875612	28896291	-0.0020348260838896175	-0.001581053897684482	-0.29750317360241996	0.7660823854387347
2R	28896334	28918771	-0.0012257995742744573	-0.002183502971330164	-0.383687935822497	0.7012097553263004
2R	28918825	28944326	-0.0028765526702500275	-0.0003396781326798714	-0.11991525818699802	0.9045502774105548
2R	28944500	28967215	-0.006113077447102189	-0.001954597950445008	-0.3509413923236657	0.7256323173669317
2R	28967237	28995119	-0.004645073215839133	-0.002125031295582708	-0.3753231333995992	0.7074201636171109
2R	28995126	29017103	-0.001252909551884662	-0.005047313863292961	-0.7933771055202511	0.42755814548190785
2R	29017110	29038868	0.003603396498073387	-0.0016515762831359406	-0.30759191850586254	0.7583928703643625
2R	29038869	29058828	0.002594318034443316	-0.008611066263353957	-1.3031980458228747	0.1925071571328698
2R	29058842	29087265	0.005460099238943662	0.013093744451471207	1.801834449569686	0.07157145592440115
2R	29087271	29112278	0.004248696533271436	0.009867408124947042	1.3402833553654676	0.18015324072288819
2R	29112293	29134722	0.004707690098920103	-0.0035044914907219364	-0.5726650401448279	0.5668715126249706
2R	29134724	29156359	-0.0015674747319349642	-0.005310564597550526	-0.8310370554292994	0.4059526963415928
2R	29156360	29183840	-0.0008526396810738363	-0.0051286284415817595	-0.8050097528284079	0.4208140518129112
2R	29183847	29211270	-0.002348839601762498	-0.001834168874290629	-0.3337131289786166	0.7385960415018717
2R	29211287	29234220	-0.00034122895051421395	-0.001232143727448619	-0.24758901259960966	0.8044524127673208
2R	29234260	29256010	-0.0016115280903091478	0.0006125225908772838	0.016304044880307796	0.9869918306232571
2R	29256018	29278674	0.0009721080072488381	-0.004003878852159726	-0.6441060679163146	0.519506655843812
2R	29278679	29315635	-0.0017825515091240793	0.006276451684852342	0.82657067744668	0.40848044297732566
2R	29315636	29341371	0.0019684040931117063	0.007184005573808297	0.9564029230973342	0.3388687084906533
2R	29341384	29368988	-0.00107436810904756	0.005867066877978693	0.7680051757630166	0.44248410996657395
2R	29369041	29399215	-0.006160105638664512	0.008824847762424296	1.1911374426655583	0.23359963296755692
2R	29399225	29428324	-0.0034918286049733377	0.001933944305997333	0.2053431210314114	0.8373040560802838
2R	29428337	29453869	-0.0023063243965562802	0.005834017435131745	0.7632772103666495	0.44529809039864743
2R	29453874	29479604	-0.006250342728232126	-0.00820565860433993	-1.2452015043345044	0.21305768978911532
2R	29479636	29506855	-0.003958439529465003	-0.002988457731556794	-0.4988426229867314	0.617890257747725
2R	29506866	29535209	-0.00015384062271374594	-0.007586568822488246	-1.1566361666556102	0.24742103948333716
2R	29535211	29554676	-0.00417644349482328	0.002290505281227494	0.2563517858488521	0.7976792134648127
2R	29554689	29574395	-0.0034671872858116574	-0.011158830791110253	-1.667674463204776	0.09538036744366156
2R	29574487	29597349	-0.0022330430855523197	-0.0066935471960395425	-1.0288828678296693	0.3035347198828685
2R	29597356	29634239	-0.004763647874847832	0.003959965751382111	0.4951803606616587	0.6204728124226827
2R	29634247	29657093	-0.002599470176565576	0.005748175377729823	0.7509968739377183	0.45265453712484294
2R	29657099	29677464	-0.0027991697731556816	0.005015730481501422	0.6462152550719887	0.5181399613603795
2R	29677489	29701187	-0.003340872998951923	-0.0011012282907827322	-0.2288605984089974	0.8189772657234431
2R	29701189	29722234	-0.004527479739726881	-0.00395686124225893	-0.6373798536905464	0.523877447844296
2R	29722238	29742592	-0.003665186260574053	-0.003650950320641248	-0.5936170508355277	0.5527682740917561
2R	29742593	29761790	-0.0031410138345740884	0.009010121864978205	1.2176422630274166	0.22335994658291647
2R	29761791	29782305	-0.002954860730776046	-0.0015564421141564257	-0.2939822773076652	0.7687714459561029
2R	29782321	29809974	-0.0025840385479157326	-0.00041489967937021095	-0.13067625259952517	0.896031418910676
2R	29809980	29834149	0.00048678424454727054	-0.0025847535192027402	-0.44108977204710076	0.6591480077347547
2R	29834163	29856640	-0.00336650721923743	0.003131009532777604	0.3765920886954515	0.7064767679610036
2R	29856641	29877962	-0.002208261905771348	0.000909090299076994	0.05873023247268442	0.9531669788606014
2R	29877978	29895025	-0.0003439100421291632	0.0035256932432695103	0.43305449062934237	0.6649751836047078
2R	29895026	29916858	0.0016678283108107685	-0.004524064643905121	-0.7185224638127193	0.4724352020475453
2R	29916883	29935423	0.0009313233975039582	-0.0025404601706228774	-0.4347532834005407	0.6637415177305024
2R	29935428	29953963	0.0018638284866141011	-0.007168401963382925	-1.0968143279361693	0.2727225655325911
2R	29953993	29973832	0.00514337614727567	0.0025308569701965144	0.29073585924054235	0.771253343952777
2R	29973833	30004350	-0.005661181375933313	0.0010121099227181974	0.07346794584286181	0.9414337506340775
2R	30004359	30026899	-0.0029873666254142295	0.001773245030987287	0.18235391013949612	0.8553049936680426
2R	30026910	30060374	-0.004441193804092188	-0.0033392710130007368	-0.5490290380175115	0.5829855222182851
