chrom	start	end	Fst	PBS	PBS_s	PBS_p	PBS_p_adj
2L	15263037	15275903	-0.00302119512263607	-0.00561352924623243	-0.0963573927991449	0.923236730228587	0.99081147118804
2L	15275910	15288943	-0.00301739784459627	0.00275178468115095	0.919813218459403	0.357670374530763	0.976621778718896
2L	15288958	15304644	-9.35192287950495e-05	-0.00266068354899731	0.262337456331299	0.793061286947591	0.989319347590471
2L	15304645	15318318	-0.00278823612016935	-0.000708886778292579	0.499430592913667	0.617476071493634	0.986323738913048
2L	15318325	15331052	-0.00348253039987441	0.00201326964737894	0.83010262543131	0.406480762841054	0.979371135052318
2L	15331103	15349330	0.00236263400717199	0.000314645796372489	0.623763490766524	0.532782919696248	0.984184093896412
2L	15349347	15370757	-0.001746985780526	-0.00141966564467179	0.413089231263878	0.679541238916244	0.987557303240347
2L	15370759	15388622	-0.00201796494285123	-0.0165014805615974	-1.41896360214538	0.155909627833989	0.947943206544892
2L	15388626	15404690	0.00157813362101223	0.00554811790712895	1.25949582549499	0.207851297100611	0.960437441219599
2L	15404692	15419849	-0.00328165316944912	0.00102964512677118	0.710617530307387	0.4773212768961	0.982378770616881
2L	15419876	15437719	-0.00166740640168534	3.50247117557792e-05	0.58979671666309	0.555326944194763	0.984816406815495
2L	15437730	15464890	-0.00107349327841334	0.00584069271750209	1.29503614430149	0.19530776114986	0.95800326598542
2L	15464898	15483057	-0.00299778782752183	0.00533496585557761	1.23360333031834	0.217350751438102	0.962101016888304
2L	15483114	15499071	-0.00291573819763137	0.000718317701814097	0.672799250866062	0.501075014416958	0.983200081004867
2L	15499087	15516475	-0.00546705735995368	-0.00153308412080585	0.399311801842624	0.689663472177237	0.987737686096026
2L	15516481	15533690	-0.000964325887514322	0.00401221393398561	1.07292297326591	0.28330567755076	0.970665260337471
2L	15533720	15551279	-0.00342669042903465	-0.00687941682441651	-0.250130193829015	0.802486666667598	0.989443469885912
2L	15551305	15571503	-0.00125075865157945	0.00286869889454223	0.934015290099265	0.350296005890384	0.97614136672533
2L	15571552	15593582	-0.00347582229645656	0.00170566794243617	0.792736925201858	0.427931112059147	0.980384888737427
2L	15593588	15614016	-0.00355055436318822	0.0010240298944226	0.709935423916934	0.477744182055388	0.982394094524467
2L	15614018	15630511	-0.00555680328007179	-0.000779811021485312	0.490815120477864	0.623557214655721	0.986455307956234
2L	15630525	15652797	-0.00419354086720141	0.000304011613409812	0.622471710888898	0.533631739678733	0.984208854161371
2L	15652799	15670380	0.00169462258454604	-0.00128980542460229	0.428863909937231	0.668022265721615	0.98734546396511
2L	15670479	15687011	0.000778576405750086	0.00347824184616564	1.00805909038175	0.313426095557324	0.973409383558551
2L	15687013	15711100	-0.000209080857229848	-0.000535839636982839	0.520451372395193	0.602749012221776	0.985994264798653
2L	15711112	15734945	0.000472798545618272	-0.00345280423060618	0.166115155027564	0.868066327867338	0.990233193145269
2L	15735064	15756320	0.000755321055854727	0.000872792679717019	0.691563989892284	0.489211182384455	0.982799674793849
2L	15756324	15781164	-0.00227394210465002	0.00321679160756854	0.976299606986968	0.32891601466045	0.974629868013185
2L	15781173	15800038	-0.000866279795012832	-0.00227160718711657	0.309600233067554	0.756864979032846	0.988814269685501
2L	15800039	15826468	-0.00259243078406741	-0.00354277384400551	0.155186159674093	0.876674559083777	0.990328167696713
2L	15826480	15846300	-0.0011105836618251	-0.00316248236709541	0.201381798702434	0.840400046206462	0.989914908864225
2L	15846309	15867460	-3.77152150314232e-05	0.00575841163544585	1.28504110787203	0.198777919393933	0.958706147576557
2L	15867471	15901992	0.00122755679012919	0.00629373701361911	1.3500693807477	0.176993728886698	0.953858257183133
2L	15901996	15925068	0.0043359091659869	0.00644459758320712	1.36839506207225	0.171188449065433	0.952368047054412
2L	15925081	15946128	0.00181195411422662	-0.00483904173673829	-0.00227706864555444	0.998183163653886	0.991495504829081
2L	15946170	15979751	-0.000730854936366944	0.00549128462947836	1.2525920431634	0.210354212062616	0.96088976854394
2L	15979758	16000239	0.000436775472986575	-0.00471947416868406	0.0122473173812069	0.990228298838183	0.991427770772096
2L	16000253	16014586	-0.00308680577304398	-0.00149776592288559	0.403602055033446	0.686505374260222	0.987681971215234
2L	16014604	16036808	-0.00339156106072425	-0.00299183982320264	0.222110481408125	0.824227878657973	0.989719063771069
2L	16036827	16059510	-0.00369744974645754	-0.00750869235650994	-0.326570995411393	0.743992384025389	0.98862293546914
2L	16059518	16081032	0.00058253948419987	-0.00187337619525278	0.357975062026413	0.720361976172198	0.98825411137207
2L	16081034	16153300	0.00287473688019244	-0.0068290267525275	-0.244009095374454	0.807223775711604	0.989504769610005
2L	16153315	16173432	0.00501337560681018	0.00114053572496035	0.724087887537598	0.469011780262331	0.982072171729387
2L	16173465	16200656	0.00325629029123164	-0.00439805363029303	0.0512916506606435	0.959093121156416	0.991151951512298
2L	16200662	16229731	0.0048030316634314	0.0062327169761141	1.34265701471473	0.179383059548222	0.954444853948947
2L	16229733	16259556	0.00431754028078707	-0.00642253891773166	-0.194631272242017	0.845681619496861	0.989977262454701
2L	16259559	16294063	0.00624447754220902	0.0113317342095582	1.96205653802078	0.0497559022147011	0.853186094269248
2L	16294073	16314180	0.00389493380125572	-0.00208892099240868	0.331791909764484	0.740046393642979	0.988562965802616
2L	16314192	16331972	0.00337264144740582	-0.00294331044683188	0.228005553186513	0.819641923404477	0.989662135857241
2L	16331978	16356422	-0.00205554214807576	-0.00359984995455337	0.148252879387525	0.882143201132465	0.990387549630462
2L	16356439	16378906	-0.00195608695350586	-0.00189210647559857	0.355699814427429	0.722065384021375	0.988281496114561
2L	16378921	16400003	0.00141154755549068	0.00149796147479919	0.767505928491727	0.442780769715584	0.981030246984448
2L	16400009	16420673	0.00165473728626402	-0.00112144577679036	0.449315279451087	0.653204237047953	0.987062108140189
2L	16420687	16441136	-0.00257021042825019	-0.00323863420157381	0.192131308300983	0.847639351267368	0.990000179768416
2L	16441151	16464617	-0.00451381050136651	-0.00197586056063995	0.345525845998903	0.729699083058436	0.988402666728946
2L	16464621	16488838	-0.00377667483379799	0.00308561737911583	0.960365310071723	0.336871390748415	0.975214145704995
2L	16488843	16513087	-0.0036520095788208	0.00747902461086795	1.4940513559215	0.135162196774923	0.940428495568146
2L	16513088	16537278	-0.00401953566702922	-0.000327535548880425	0.545754964630003	0.585234384030359	0.985581151297484
2L	16537302	16553872	-0.003350362764707	-0.00066313069405871	0.50498878098507	0.613566715829388	0.98623779949316
2L	16553889	16577697	-0.00491693332046631	-0.00713549961827422	-0.281237670658469	0.778528113140711	0.989122135348548
2L	16577713	16598908	-0.00422312339359454	-0.00204079192743055	0.337638353998697	0.735635735459889	0.98849518158925
2L	16598913	16616879	-0.0037772751353483	0.00487485011143944	1.17771109470957	0.238911802309829	0.965402951733621
2L	16616880	16641512	-7.18094214690963e-05	0.00731581447605842	1.47422551986888	0.140420880906962	0.942531207110468
2L	16641513	16659619	0.0017285361194216	0.00450611258243247	1.13291896335651	0.257248285662237	0.967789573216223
2L	16659629	16679642	0.00197122911043933	-0.00255476102415985	0.275204320353915	0.783159267920022	0.989185765171233
2L	16679711	16698384	-0.00387426899831831	-0.00464597464863893	0.0211756197569242	0.983105562536929	0.991366200000456
2L	16698442	16722999	-0.00496366805322695	-0.0080749423575804	-0.395355815049706	0.692580312927775	0.987788698883967
2L	16723000	16743265	0.00304372035790639	-0.00893362868341252	-0.499664131052512	0.617311592928017	0.986320144812991
2L	16743305	16761928	-0.000962768503199689	-0.00741604463272272	-0.31531667848679	0.752521222833833	0.988750428974012
2L	16761930	16780161	0.00153965618376431	-0.00616029070384623	-0.162774855361703	0.870695706714325	0.990262400326841
2L	16780182	16796934	-0.00117229858977701	0.00116183555315215	0.726675269149483	0.467424906804304	0.982012402851477
2L	16796944	16814200	-0.00186043162175375	-0.00264231823242908	0.264568370212727	0.791341988979465	0.989296390801288
2L	16814202	16834980	0.000289311150222752	-0.0015979719515237	0.391429598356158	0.695479717750626	0.987838987825075
2L	16834988	16853374	0.0063058712267626	0.000291963245386994	0.62100814387818	0.534594264849266	0.984236837598723
2L	16853376	16875701	0.0016157478109707	-0.00119383785435448	0.440521502869935	0.659559441908791	0.987185174046374
2L	16875710	16899904	-0.00188535639538789	-0.00444984249800114	0.0450006344701961	0.964106803234058	0.991197559337331
2L	16899911	16915631	-0.00272756937644838	5.50730892905545e-06	0.586211110966332	0.557733655972805	0.984880935902583
2L	16915643	16933621	-0.00317202451980123	-0.00491224097547546	-0.0111688945611042	0.991088696741086	0.99143514887839
2L	16933689	16950791	-0.00395589603239766	-0.00413817086718574	0.0828607260754733	0.933962282659061	0.990916033016498
2L	16950794	16969901	-0.00535517706162426	-0.00463229317687574	0.0228375668930621	0.98177984178429	0.991354642365516
2L	16969905	16989710	-0.00451172004909652	0.000709389229147646	0.671714670944038	0.501765359734159	0.983222807100988
2L	16989712	17007390	-0.00295692043351516	0.00046038287527665	0.641466799672637	0.521219444740312	0.983838881951167
2L	17007404	17030480	-0.0031013630570114	0.00122454819701421	0.734293243346285	0.462770034975821	0.981834757416392
2L	17030499	17062110	-0.00136520845545157	-0.00460664684383567	0.0259529371168334	0.979294876532796	0.991332894866559
2L	17062115	17078392	0.00101825098599325	-0.0035336141884569	0.156298822373729	0.875797484541655	0.990318575534931
2L	17078422	17109070	-0.00368643532602369	0.00373926841441041	1.03976710871921	0.298448113659344	0.972112116993122
2L	17109071	17124748	-0.00218241500865179	0.0046012478758026	1.1444754560423	0.252426511004151	0.96719448378722
2L	17124754	17141482	-0.0038152798950428	0.000863186872357918	0.690397131216033	0.489944480316544	0.98282497630344
2L	17141490	17157101	-0.00259048069067499	-0.000864119299913991	0.480573831798358	0.630819417503241	0.986609150905458
2L	17157124	17174239	-0.00311839805265822	0.00481812030316929	1.17081988124803	0.241671184657769	0.965784462037759
2L	17174262	17190018	-0.00184922133803945	0.00372474220622372	1.03800254782161	0.299268868923023	0.972186473205013
2L	17190048	17206215	-0.00123707507634485	0.00390579501490644	1.05999581010278	0.289146505480815	0.971240787221019
2L	17206218	17224652	-0.00300324474422412	-0.00113168537024158	0.448071432056155	0.654101644793866	0.987079629196228
2L	17224660	17247251	0.00214420249171361	-0.00396615223870415	0.103756567686366	0.917362534334002	0.990753177855819
2L	17247254	17264262	0.00151573475845431	0.00218980009622885	0.851546537240329	0.394465823529223	0.978756153571717
2L	17264263	17279362	0.000951568314210413	0.00111395419915214	0.720858915431686	0.470996322714497	0.982146361968853
2L	17279365	17297916	0.00567714770308398	0.00892781910346736	1.67004264541914	0.0949109264700125	0.917254974767018
2L	17297918	17316623	0.00207445261124455	0.00646260613478698	1.37058263817826	0.170505098243943	0.952186275191947
2L	17316662	17336065	0.00469492529590522	0.00173318705989029	0.796079790591896	0.42598565975638	0.980297072648737
2L	17336066	17361472	0.00131947794083772	0.00211425524521346	0.842369779727086	0.399581003197709	0.979022398804978
2L	17361479	17379576	-0.00144686145300152	0.00153031988607335	0.77143664368655	0.440448162199564	0.980931699098091
2L	17379594	17401448	0.00218540919996171	0.00159393033053465	0.779163677578138	0.43588330350042	0.980735850190834
2L	17401476	17423424	0.00522227716335663	0.0105203805310839	1.86349792198329	0.0623922446317764	0.8793324439654
2L	17423429	17449898	-9.66481417100542e-05	0.00553732973570296	1.25818533997735	0.208324735522094	0.960523801722843
2L	17449914	17472630	0.00489756700931339	0.00488555832073549	1.17901186688385	0.238393450525357	0.965330333567199
2L	17472658	17488873	0.00117253446232227	0.00362891502611404	1.02636200868196	0.304720978694949	0.97267051632319
2L	17488880	17508583	0.0034364516061311	0.00631978088466585	1.35323304162054	0.175981192603118	0.953605090300976
2L	17508609	17547082	0.000386826228544979	0.00394209574752315	1.0644054160031	0.287145081334022	0.971046137129297
2L	17547089	17570722	0.00438055318710343	0.0104347590121104	1.85309710833452	0.0638684412333115	0.881791760544032
2L	17570724	17593685	-0.000134645327677621	0.00366903364813398	1.03123539000569	0.302430448455345	0.972469228357348
2L	17593705	17620905	-0.00100333657865962	-0.00550944905041047	-0.0837143243947303	0.933283567904948	0.990909486907926
2L	17620911	17638812	-0.00299445037993922	8.97072838486252e-05	0.596439243553429	0.550881830559634	0.984695764115517
2L	17638818	17657272	-0.000751804633406975	-0.00276159380238804	0.250079454448711	0.802525904240364	0.989443980573704
2L	17657288	17669418	0.00263982425180201	0.0045737259078059	1.14113224438462	0.253814894876529	0.967368076337264
2L	17669428	17680980	-0.00068808799682217	0.00352116550236307	1.01327321125447	0.31092967947809	0.97320161203844
2L	17680985	17696237	-0.00166163718638584	0.00267415136059719	0.91038276558149	0.362620683526746	0.976933564447252
2L	17696243	17715885	-0.00174262896221458	0.000855917205333339	0.689514053539793	0.490499832477019	0.982844088542858
2L	17715894	17731194	-0.00301752424569005	0.000978212337816984	0.704369768532514	0.481202527749705	0.982518414113938
2L	17731197	17747740	0.000543423907798779	-0.000961408144055485	0.468755738050999	0.639244241079492	0.986783301073675
2L	17747745	17778897	-0.00258261788976696	0.00103912789858299	0.711769443327279	0.476607557510996	0.982352848510925
2L	17778941	17792995	-0.00187435908176878	0.00301607979771863	0.951918281399849	0.341138427292743	0.975516582249813
2L	17792999	17817848	-7.65527534181167e-05	0.00537545487522409	1.2385217054326	0.21552267896206	0.961791838536326
2L	17817849	17835786	-0.00248145362519805	-0.0024536817528744	0.287482853566097	0.773742628964044	0.98905559367581
2L	17835819	17851407	0.000806560737477649	0.00812807064311057	1.57289376507006	0.115743419054615	0.931122327489089
2L	17851420	17883458	9.69779827216869e-05	0.00777217065356902	1.52966106477229	0.126100645821397	0.936419879904829
2L	17883472	17909274	-0.00256204324828682	0.00550730586410466	1.25453821134366	0.209646445973871	0.960762913172164
2L	17909276	17928350	-0.00117133244559792	0.00736530947235343	1.48023788964674	0.138809772087238	0.941902941826861
2L	17928366	17945375	0.00114830101978184	0.00386350883242859	1.05485912590069	0.291489758461425	0.97146538228176
2L	17945400	17960353	0.00134045202194283	0.00579899725957252	1.28997121794741	0.197060651543022	0.958361279666406
2L	17960364	17983471	-0.00363143069559671	0.00400392887769188	1.07191655189412	0.28375751509585	0.970710602993371
2L	17983472	18001199	-0.00538748353188283	0.000630326860361462	0.662110625439659	0.507900326676263	0.983422100537827
2L	18001210	18028765	-0.00120289217236657	-0.00125497112497365	0.433095381924256	0.664945477609058	0.987287654162642
2L	18028768	18043596	0.00100648853201819	-0.00591991734631883	-0.133575671234337	0.893738123299725	0.990511073531781
2L	18043605	18063941	-0.00155311740064511	0.00163150375963713	0.783727883386739	0.433199797683265	0.980618829038387
2L	18063943	18104910	-0.00188265113282478	0.00013039766297766	0.601382078668863	0.547585532360137	0.984605055562264
2L	18104911	18128056	-0.000613623636814729	-0.00137132293095253	0.418961628328283	0.675244175817584	0.987479112861152
2L	18128058	18155144	0.00415929241917563	0.0111560004584371	1.94070940450665	0.0522935350174145	0.859308144650052
2L	18155180	18172502	0.00437747481285789	0.00415573217847801	1.09035675082628	0.27555602533185	0.969865120523991
2L	18172505	18189242	-0.000464416100827077	0.00146005867030864	0.76290171204009	0.445522015112532	0.981144764920877
2L	18189243	18208404	-0.00384668600413911	-0.00138661075646492	0.417104550503042	0.676601936638255	0.987503924986553
2L	18208405	18236141	-0.00345690376390148	0.00187440238742228	0.813233822938192	0.416084010796208	0.979837651082734
2L	18236157	18263484	-0.00454796976126789	-0.00363723101016691	0.143712042012856	0.885727861763278	0.990426080065999
2L	18263491	18290521	-0.00399419035837361	0.00137112003791245	0.75209795437707	0.451992154043147	0.981409654569636
2L	18290524	18311118	-0.00204509259559903	0.00174435408000323	0.797436296486666	0.425197686297988	0.980261280044279
2L	18311121	18353451	-0.000138387271021251	0.00696892885751514	1.43208783393242	0.152118685805457	0.946715028687828
2L	18353462	18376729	0.000602102002035669	-0.000651923608430825	0.50635015381002	0.612610860392992	0.986216622332963
2L	18376787	18396486	0.00295858996260402	0.00315840196569097	0.969206766408245	0.332442035730819	0.97489219821393
2L	18396491	18414783	0.00206013699923007	0.00708722908818512	1.44645827104399	0.14804870808559	0.945330264867478
2L	18414797	18438569	-0.00401288062302733	0.00362708676333345	1.02613992174972	0.304825635033648	0.97267964305531
2L	18438593	18464579	0.000822151247265501	0.00580151805232094	1.29027742946921	0.196954350576735	0.958339742502826
2L	18464582	18491924	-0.00216865239074855	0.000527432285434927	0.649611579497579	0.515943151453054	0.983676308101327
2L	18491942	18544119	0.00530619225684217	0.0131298618412138	2.18048282428353	0.0292216906359622	0.773397194133385
2L	18544133	18570850	0.00411185582144126	0.0193848102416882	2.9402982711007	0.00327896436063363	0.27692031954282
2L	18570852	18587644	-0.0024267493382287	-0.000265326749521873	0.553311734670982	0.58004996705447	0.985454151939364
2L	18587649	18604046	-0.00596997035592695	0.00373164157559228	1.03884064385117	0.29887885531458	0.972151189478841
2L	18604068	18621549	-0.00619148958534017	0.00238169872264276	0.874857287583406	0.381651561805776	0.97805852454564
2L	18621582	18652270	-0.00228410205435541	0.00150064169661868	0.767831506547526	0.442587293758631	0.981022111778824
2L	18652272	18679610	-0.00261779949857062	0.00421311861836628	1.09732772815067	0.27249815392141	0.969537259631511
2L	18679655	18700821	-0.00261189815390921	0.00743545327554682	1.48875855868388	0.136550958614866	0.94099860807738
2L	18700825	18715774	-0.00253190501986621	0.00205188436190391	0.834793320652439	0.403834087250792	0.979238743078252
2L	18715777	18740449	-0.00208284573699204	0.00272747805749034	0.916860588487924	0.359215698450638	0.976720009086408
2L	18740459	18772406	-0.000328644996868136	-2.38410307161544e-05	0.582646042100348	0.560131603774786	0.984944686814007
2L	18772497	18795276	-0.00554238950812875	0.00178479631851601	0.802348988895695	0.422351111890928	0.980130887740131
2L	18795358	18813509	-0.00298134959827413	-0.000453813786822504	0.530415404710057	0.595823947692491	0.98583378680743
2L	18813531	18840979	-0.00449755247966566	-0.00255996553634072	0.274572105906251	0.783644999185666	0.989192395777774
2L	18840981	18860853	-0.00420563113581806	-0.000588967813581755	0.513997664601532	0.607253623462616	0.986096714954755
2L	18860854	18892893	-0.0026627194052076	-0.00565596487899858	-0.101512231369634	0.919143848486642	0.990770932942409
2L	18892914	18910859	0.00152640657701356	0.000456100332392005	0.640946580795185	0.52155739045397	0.983849184502124
2L	18910861	18953559	-0.00110908316592957	0.00904679488536114	1.6844951446393	0.0920860170206814	0.914932549149906
2L	18953561	18972131	-0.00426613608939328	-7.83385360228032e-06	0.584590502654193	0.558823095210684	0.984909966107859
2L	18972138	18993629	-0.00200236686857095	-0.00332284251756856	0.181902162487659	0.855659507392382	0.990092980204363
2L	18993632	19021381	-0.00174383772724778	0.00646981786540851	1.37145867807079	0.1702320164171	0.952113246631273
2L	19021414	19043138	-0.00199622820421098	0.00314985481119917	0.968168506842633	0.332960220497755	0.974930293790261
2L	19043182	19071206	-0.00239535360015097	-0.00184784034864833	0.361077010988317	0.718041878176928	0.988216605904791
2L	19071240	19098164	0.000180023210664555	0.00406583942575786	1.07943709206962	0.280392923215358	0.970369557010749
2L	19098167	19138817	-0.000896373828390868	-0.0012294092989996	0.436200486711766	0.662691274840692	0.987244963553438
2L	19138844	19163231	0.00304963734914313	0.00397654362097	1.06858994714215	0.28525448035055	0.970859829581211
2L	19163234	19208624	0.00128904859531585	-0.00382636077401838	0.12073763729733	0.903898846798435	0.990616737652567
2L	19208636	19229154	0.00154621289842331	-0.0130648094394951	-1.00149640065642	0.316586879385162	0.973667872000028
2L	19229167	19246093	0.012850938466408	0.015018716197073	2.40993007540087	0.0159555782135593	0.650784933616745
2L	19246108	19265884	-0.00262699284486273	0.00956962466261495	1.74800552320347	0.0804630710293317	0.903826284919509
2L	19265892	19286392	0.00158677572829315	0.00692422185524442	1.42665708235283	0.153678761986343	0.947227407242963
2L	19286403	19317339	0.00376104828402735	0.0105040517892378	1.86151439958032	0.0626715690755682	0.879805612241493
2L	19317363	19340796	0.00404466733473052	-0.0107371120603367	-0.718741002695615	0.472300514610238	0.982194784493358
2L	19340810	19376096	8.99919972003444e-05	0.00353761533038945	1.01527144251582	0.309976453332123	0.973121417841536
2L	19376112	19400682	-0.00176539270538372	0.00644690526728604	1.36867538636868	0.171100767519486	0.952344801021718
2L	19400703	19432937	-0.00416560235325819	0.0051809233124981	1.21489112100739	0.224407620689919	0.963249013483813
2L	19432938	19453120	-0.00561399129073909	0.00487064266656644	1.17719999831014	0.23911568934485	0.965431431867013
2L	19453124	19474156	-0.00193757256700257	0.00569727443478416	1.27761450952721	0.201385382014441	0.959219001075146
2L	19474159	19496917	0.0043338620284425	0.00377124431766519	1.04365135902207	0.296646721784509	0.971947518062576
2L	19496937	19517585	0.00603838263279378	-0.003955911847996	0.105000511927522	0.916375402506972	0.990743309259509
2L	19517607	19535428	0.0104892015567448	0.0054436487549036	1.24680550888571	0.212468820073564	0.961263937457513
2L	19535442	19556872	0.002185306999275	-0.0119269290394152	-0.863273181333674	0.387987285824088	0.978409086727242
2L	19556874	19582018	-0.002514851750616	0.00271374545673466	0.91519243049347	0.360090617743158	0.976775259259702
2L	19582056	19601233	-0.00592920342112067	0.00228830494318209	0.863512344071885	0.387855835456362	0.978401927275142
2L	19601235	19622253	-0.00673921419892135	-0.00222140713515082	0.315698248985913	0.752231555890921	0.988746145775988
2L	19624773	19641717	-0.00647594898050918	-0.00299094330288087	0.222219385582109	0.824143103853986	0.98971801710461
2L	19641763	19661478	-0.00757665247479228	0.000319959730314746	0.624408997145503	0.532359017860368	0.984171699492849
2L	19661489	19683015	-0.00499151770035457	-0.00868181170165569	-0.469074840740348	0.639016141831854	0.986778645697672
2L	19683025	19703712	-0.00626162369969258	-0.00732619709078479	-0.304402511678026	0.760821254490495	0.988871788273563
2L	19703714	19731194	-0.0039623068126053	-0.00479919642746704	0.00256311220473098	0.997954934583431	0.991493576423075
2L	19731207	19756649	-0.00495918359400644	0.00449362440793994	1.13140197116497	0.257885942230777	0.967866658447112
2L	19756673	19786541	-0.00355080869855832	0.00405136536842469	1.07767886616019	0.281177093020333	0.970449750918417
2L	19786561	19802616	0.00181143839184071	0.00257595696984141	0.898454671197628	0.368943200912454	0.977319884938322
2L	19802617	19824392	0.00258667515860577	-0.000445801933868184	0.531388638898824	0.595149492743851	0.985817960580912
2L	19824395	19842902	-0.00253826805267206	-0.0072621997246648	-0.296628476750751	0.766750167548364	0.988956887172621
2L	19842905	19857069	-0.000344491067043896	-0.00188592970628865	0.356450133124342	0.721503490718751	0.988272476992013
2L	19857078	19878660	0.00191054488147756	-0.003759965143928	0.12880299964948	0.897513531927156	0.990550611715076
2L	19878679	19900372	0.000160424309352674	-0.00283361251137177	0.241331032552613	0.809298561038955	0.989531394385467
2L	19900401	19923186	-0.00244369824426318	-0.00065977260043163	0.505396703040754	0.613280234059116	0.986231459266898
2L	19923196	19941887	-0.00432948051275256	0.000510591783768427	0.647565891431249	0.517265764112844	0.983717367035176
2L	19942005	19961721	0.00327290423360966	0.00149597685954097	0.767264848752513	0.442924063394913	0.981036267649934
2L	19961727	19987106	0.00106379627753224	0.00330515787231146	0.987033836692862	0.32362605103419	0.974225858500248
2L	19987121	20006468	0.000639135378871686	0.00353376481598957	1.01480370399394	0.310199407769948	0.973140217801929
2L	20006472	20020984	-0.00272818841402679	0.00416663660198202	1.09168135798312	0.274973181907276	0.969803174330858
2L	20020987	20046576	-0.00389412995603529	0.00633671192105994	1.35528972732907	0.175325266632831	0.953439599507685
2L	20046584	20063125	-0.0037028152683588	-0.00201479480376727	0.340796336266093	0.733256908774728	0.988458288522827
2L	20063139	20077300	-0.00419597455503646	-5.47958672304883e-05	0.578885825159868	0.562666215284696	0.985011489150691
2L	20077301	20093224	-0.0031270256483876	0.00404557247215925	1.0769751781707	0.281491354996008	0.970481767525151
2L	20093225	20106639	-0.00154284326161906	-0.00126098215651462	0.432365196105971	0.665476009422546	0.987297659986076
2L	20106674	20122431	-0.00145334995861765	0.000983342251958043	0.704992921235889	0.480814641417372	0.982504557976101
2L	20122437	20138521	-0.00296127859163581	-0.000381177154242582	0.539238888439327	0.589722030194875	0.985689305122673
2L	20138523	20153261	-0.00297623235528263	-0.00239995824415976	0.294008878908768	0.76875111868572	0.988985314241034
2L	20153283	20176180	-0.00240372968529075	-0.00451722967296651	0.0368148249034581	0.970632653498144	0.991256223279008
2L	20176190	20201577	0.00453651392735658	0.00872115536131968	1.64493831305263	0.0999825329060516	0.921121136789177
2L	20201584	20217586	0.0036868832109721	0.00325070170436953	0.980418812087126	0.326879427485328	0.974475836629321
2L	20217624	20237048	-0.00155533070206606	0.00202334347427594	0.831326336450945	0.405789300497309	0.979336709944515
2L	20237076	20259986	-0.0036489167578951	0.000922606395417515	0.697615075885211	0.485417950836159	0.982667594868672
2L	20259995	20280938	0.00145837793200754	-0.00480293931954668	0.00210844702833037	0.99831770391528	0.991496641208292
2L	20280941	20298262	-0.00259931401848063	-0.00404644703297324	0.0940028141653876	0.925106921256778	0.990829876327555
2L	20298284	20330203	-0.00424132783509506	-0.00431787158291722	0.0610317083322536	0.95133395651894	0.991080429724324
2L	20330214	20354182	-0.00335106265949885	0.00351092286002265	1.01202899349787	0.311524190838364	0.973251385985568
2L	20354200	20374318	0.00331293670669027	-0.00721995734956691	-0.291497114019257	0.770671150772621	0.989012454454349
2L	20374388	20411317	-0.00119270627885443	0.00405783862235089	1.07846520011682	0.280826203793487	0.970413920608132
2L	20411341	20430456	-0.00319141486965499	0.00190436756547266	0.816873821814535	0.414000539347422	0.979738239306969
2L	20430480	20447857	0.00322526095878579	0.00968924057063776	1.76253578129383	0.0779788164111602	0.901065502235831
2L	20447871	20462631	0.0112264289261941	0.0191099849071269	2.90691405735395	0.00365013467020294	0.298897544080007
2L	20462632	20480568	-0.000506511374262755	0.00435621910515067	1.11471075888799	0.264974389051718	0.968699365209323
2L	20480660	20504056	-3.79460702966122e-05	0.000387858258404168	0.63265692297245	0.526957706084594	0.984012053437643
2L	20504063	20548724	-0.000273333851428618	-0.000814383184684796	0.486615491328748	0.626530843340549	0.986518726862942
2L	20548727	20615726	-0.0029135672050333	-0.0171293411037596	-1.49523251882351	0.134853769462035	0.940300382060998
2L	20615743	20673659	-0.00169522387226332	-0.0178546058443071	-1.58333354182445	0.113345461724135	0.929767480874148
2L	20673669	20726456	0.00118772676494729	-0.0169437024431223	-1.47268219340948	0.140836750209456	0.942691178525679
2L	20726462	20830628	0.00322727015703311	-0.020646598096629	-1.92248883214581	0.0545442774981846	0.864326058235617
2L	20830638	20881805	0.00126980567944949	-0.0148360072064663	-1.21665140059387	0.223736877215044	0.963142898035705
2L	20881807	20962333	0.00210274402181407	-0.011819978818255	-0.850281478624844	0.395168611360089	0.978793133482517
2L	20962358	21041207	-0.00112014629540453	-0.0107299009718687	-0.717865040808244	0.472840505138297	0.982214756658965
2L	21041208	21073614	0.00165109666333949	-0.0189847822083914	-1.72062091880645	0.0853196349691889	0.908801427314157
2L	21073616	21092149	0.00102721095114492	-0.0113537035272084	-0.79364101639825	0.427404447150522	0.980361192890628
2L	21092157	21109713	0.00249440973165106	-0.0131209372662167	-1.00831448883379	0.313303509507775	0.973399256222864
2L	21109931	21137616	-0.00176025485647369	-0.0129231698841872	-0.984290835540148	0.324972534225848	0.974329909084234
2L	21137626	21199340	-0.00221930514608648	-0.0220939091777755	-2.09829992528311	0.0358786591302572	0.807341167579064
2L	21199469	21235298	-0.00158968917742016	-0.0169972401642584	-1.47918565033704	0.139090703649567	0.942013480358109
2L	21235359	21287079	0.000918033433361558	-0.0189692849788742	-1.71873840377736	0.0856620158523643	0.909132815172939
2L	21287081	21320601	0.00374170593441254	-0.018768694221051	-1.69437178289985	0.0901946579300664	0.913303359473884
2L	21320607	21349098	0.000361088615571238	-0.02391018036487	-2.31893018715045	0.0203988220139028	0.704362669653759
